user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin.174	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-194;s__CAG-194 sp000432915	GCA_000432915.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-194;s__CAG-194 sp000432915	97.84	0.9	GCA_000432915.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-194;s__CAG-194 sp000432915	97.84	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-194;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002441865.1, s__CAG-194 sp002441865, 95.0, 90.34, 0.83	91.31	11	N/A	N/A
bin.175	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900547315	GCA_900547315.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900547315	98.35	0.82	GCA_900547315.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900547315	98.35	0.82	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900549645.1, s__UBA1777 sp900549645, 95.0, 93.97, 0.77; GCA_003150355.1, s__UBA1777 sp003150355, 95.0, 80.04, 0.38; GCA_900549865.1, s__UBA1777 sp900549865, 95.0, 79.94, 0.4; GCA_900546515.1, s__UBA1777 sp900546515, 95.0, 79.45, 0.37; GCA_900319695.1, s__UBA1777 sp900319695, 95.0, 79.37, 0.26; GCA_002431965.1, s__UBA1777 sp002431965, 95.0, 79.3, 0.35; GCA_900319465.1, s__UBA1777 sp900319465, 95.0, 79.24, 0.33; GCA_900549545.1, s__UBA1777 sp900549545, 95.0, 79.14, 0.31; GCA_900321275.1, s__UBA1777 sp900321275, 95.0, 79.14, 0.27; GCA_002450075.1, s__UBA1777 sp002450075, 95.0, 79.04, 0.27; GCA_002371675.1, s__UBA1777 sp002371675, 95.0, 78.98, 0.24; GCA_004560305.1, s__UBA1777 sp004560305, 95.0, 78.96, 0.29; GCA_900319835.1, s__UBA1777 sp900319835, 95.0, 78.87, 0.26; GCA_900319275.1, s__UBA1777 sp900319275, 95.0, 78.81, 0.26; GCA_900320595.1, s__UBA1777 sp900320595, 95.0, 78.73, 0.29; GCA_002493305.1, s__UBA1777 sp002493305, 95.0, 78.7, 0.27; GCA_900319635.1, s__UBA1777 sp900319635, 95.0, 78.62, 0.27; GCA_900319935.1, s__UBA1777 sp900319935, 95.0, 78.6, 0.29; GCA_002350825.1, s__UBA1777 sp002350825, 95.0, 78.52, 0.24; GCA_900549485.1, s__UBA1777 sp900549485, 95.0, 78.51, 0.23; GCA_900316205.1, s__UBA1777 sp900316205, 95.0, 78.49, 0.25; GCA_900316255.1, s__UBA1777 sp900316255, 95.0, 78.48, 0.24; GCA_900320465.1, s__UBA1777 sp900320465, 95.0, 78.43, 0.25; GCA_002320035.1, s__UBA1777 sp002320035, 95.0, 78.31, 0.22; GCA_002315275.1, s__UBA1777 sp002315275, 95.0, 78.26, 0.22; GCA_900317375.1, s__UBA1777 sp900317375, 95.0, 78.18, 0.17	84.98	11	N/A	N/A
bin.177	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp900552665	GCA_900552665.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp900552665	98.22	0.9	GCF_000174195.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans	98.1	0.94	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	ANI	topological placement and ANI have incongruent species assignments	GCA_004562005.1, s__Roseburia sp004562005, 95.0, 96.49, 0.9; GCA_900542495.1, s__Roseburia sp900542495, 95.0, 89.75, 0.87; GCA_003483745.1, s__Roseburia sp003483745, 95.0, 78.88, 0.35; GCF_900537995.1, s__Roseburia intestinalis, 95.0, 78.7, 0.36; GCF_003470905.1, s__Roseburia sp003470905, 95.0, 78.5, 0.37; GCA_900550935.1, s__Roseburia sp900550935, 95.0, 78.4, 0.3; GCF_001940165.1, s__Roseburia sp001940165, 95.0, 78.11, 0.3; GCF_000225345.1, s__Roseburia hominis, 95.0, 77.2, 0.23; GCA_900548205.1, s__Roseburia sp900548205, 95.0, 76.73, 0.11	64.94	11	N/A	N/A
bin.178	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900554435	GCA_900554435.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900554435	99.02	0.73	GCF_000382445.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis	98.85	0.92	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	ANI	topological placement and ANI have incongruent species assignments	GCA_002493165.1, s__Phocaeicola sp002493165, 95.0, 90.38, 0.79; GCF_000614185.1, s__Phocaeicola sartorii, 95.0, 79.58, 0.43; GCF_000012825.1, s__Phocaeicola vulgatus, 95.35, 79.45, 0.46; GCF_000156075.1, s__Phocaeicola dorei, 95.35, 79.41, 0.46; GCF_000187895.1, s__Phocaeicola plebeius, 95.0, 77.11, 0.15; GCA_000432735.1, s__Phocaeicola sp000432735, 95.0, 77.04, 0.13; GCF_003437535.1, s__Phocaeicola plebeius_A, 95.0, 77.03, 0.15; GCA_900541515.1, s__Phocaeicola sp900541515, 95.0, 77.01, 0.09; GCF_000154845.1, s__Phocaeicola coprocola, 95.0, 76.95, 0.13; GCA_900553185.1, s__Phocaeicola sp900553185, 95.0, 76.92, 0.13; GCF_000374585.1, s__Phocaeicola barnesiae, 95.0, 76.92, 0.11; GCA_000434735.1, s__Phocaeicola sp000434735, 95.0, 76.86, 0.11; GCA_900551065.1, s__Phocaeicola sp900551065, 95.0, 76.86, 0.11; GCA_900551645.1, s__Phocaeicola sp900551645, 95.0, 76.81, 0.12; GCA_900546645.1, s__Phocaeicola sp900546645, 95.0, 76.81, 0.1; GCF_000157915.1, s__Phocaeicola coprophilus, 95.0, 76.79, 0.15; GCA_900066455.1, s__Phocaeicola sp900066455, 95.0, 76.78, 0.13; GCA_900557085.1, s__Phocaeicola sp900557085, 95.0, 76.77, 0.08; GCA_900544075.1, s__Phocaeicola sp900544075, 95.0, 76.75, 0.09; GCA_900551445.1, s__Phocaeicola sp900551445, 95.0, 76.75, 0.11; GCF_900128455.1, s__Phocaeicola mediterraneensis, 95.0, 76.73, 0.14; GCF_000190575.1, s__Phocaeicola salanitronis, 95.0, 76.7, 0.1; GCA_900556845.1, s__Phocaeicola sp900556845, 95.0, 76.68, 0.11; GCA_900542985.1, s__Phocaeicola sp900542985, 95.0, 76.59, 0.14; GCF_002161765.1, s__Phocaeicola sp002161765, 95.0, 76.58, 0.09; GCA_900553715.1, s__Phocaeicola sp900553715, 95.0, 76.57, 0.1; GCA_000436795.1, s__Phocaeicola sp000436795, 95.0, 76.49, 0.12; GCA_900544675.1, s__Phocaeicola sp900544675, 95.0, 76.48, 0.08; GCA_900552075.1, s__Phocaeicola sp900552075, 95.0, 76.47, 0.11; GCF_000613805.1, s__Phocaeicola paurosaccharolyticus, 95.0, 76.43, 0.08; GCF_900128495.1, s__Phocaeicola ilei, 95.0, 76.41, 0.11; GCA_900066445.1, s__Phocaeicola sp900066445, 95.0, 76.39, 0.11; GCA_900540105.1, s__Phocaeicola sp900540105, 95.0, 76.37, 0.1; GCF_002161565.1, s__Phocaeicola sp002161565, 95.0, 76.33, 0.08; GCA_900546095.1, s__Phocaeicola sp900546095, 95.0, 76.24, 0.08; GCA_900552645.1, s__Phocaeicola sp900552645, 95.0, 76.22, 0.1; GCA_900546355.1, s__Phocaeicola sp900546355, 95.0, 76.13, 0.08; GCA_004558305.1, s__Phocaeicola plebeius_B, 95.0, 75.93, 0.05; GCF_000312445.1, s__Phocaeicola abscessus, 95.0, 75.68, 0.03; GCA_002315285.1, s__Phocaeicola sp002315285, 95.0, 75.56, 0.03	64.17	11	N/A	N/A
bin.18	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum sp000436415	GCF_003865035.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum sp000436415	97.12	0.9	GCF_003865035.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum sp000436415	97.12	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_004557645.1, s__Anaerotignum sp004557645, 95.0, 80.94, 0.58; GCF_900142265.1, s__Anaerotignum lactatifermentans, 95.0, 78.84, 0.28; GCF_001304995.1, s__Anaerotignum sp001304995, 95.0, 78.57, 0.27; GCA_002380805.1, s__Anaerotignum sp002380805, 95.0, 78.24, 0.12; GCF_001561955.1, s__Anaerotignum propionicum, 95.0, 78.08, 0.17; GCF_001571775.1, s__Anaerotignum neopropionicum, 95.0, 77.99, 0.15; GCA_002299545.1, s__Anaerotignum sp002299545, 95.0, 77.57, 0.12; GCA_002316675.1, s__Anaerotignum sp002316675, 95.0, 77.14, 0.17	94.68	11	N/A	N/A
bin.181	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	GCF_000025985.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	98.76	0.87	GCF_000025985.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	98.76	0.87	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002849695.1, s__Bacteroides fragilis_A, 95.0, 87.0, 0.77; GCF_000613465.1, s__Bacteroides nordii, 95.0, 78.91, 0.25; GCA_900552405.1, s__Bacteroides sp900552405, 95.0, 78.85, 0.18; GCF_000381365.1, s__Bacteroides salyersiae, 95.0, 78.77, 0.23; GCF_001688725.2, s__Bacteroides caecimuris, 95.0, 78.76, 0.2; GCF_000011065.1, s__Bacteroides thetaiotaomicron, 95.0, 78.73, 0.24; GCF_900106755.1, s__Bacteroides faecis, 95.0, 78.55, 0.22; GCF_000613385.1, s__Bacteroides acidifaciens, 95.0, 78.54, 0.18; GCF_000614145.1, s__Bacteroides faecichinchillae, 95.0, 78.5, 0.18; GCA_007097645.1, s__Bacteroides sp007097645, 95.0, 78.49, 0.21; GCA_000210075.1, s__Bacteroides xylanisolvens, 95.0, 78.47, 0.23; GCF_002222615.2, s__Bacteroides caccae, 95.0, 78.46, 0.21; GCF_000156195.1, s__Bacteroides finegoldii, 95.75, 78.44, 0.21; GCF_003463205.1, s__Bacteroides sp003463205, 95.0, 78.43, 0.23; GCF_003865075.1, s__Bacteroides sp003865075, 95.0, 78.32, 0.2; GCF_000172175.1, s__Bacteroides intestinalis, 95.0, 78.28, 0.2; GCA_900556625.1, s__Bacteroides sp900556625, 95.0, 78.26, 0.15; GCA_007197895.1, s__Bacteroides sp900066265, 95.75, 78.2, 0.21; GCF_900130125.1, s__Bacteroides congonensis, 95.0, 78.19, 0.22; GCF_001314995.1, s__Bacteroides ovatus, 95.0, 78.17, 0.22; GCF_900155865.1, s__Bacteroides bouchesdurhonensis, 95.0, 78.12, 0.19; GCF_000154525.1, s__Bacteroides stercoris, 95.0, 78.1, 0.16; GCA_900547205.1, s__Bacteroides sp900547205, 95.0, 78.08, 0.2; GCF_000155815.1, s__Bacteroides eggerthii, 95.0, 78.0, 0.16; GCF_003438615.1, s__Bacteroides sp003545565, 95.0, 77.97, 0.17; GCF_000513195.1, s__Bacteroides timonensis, 95.0, 77.93, 0.18; GCF_900129655.1, s__Bacteroides clarus, 95.0, 77.9, 0.15; GCF_000499785.1, s__Bacteroides neonati, 95.0, 77.9, 0.17; GCF_000158035.1, s__Bacteroides cellulosilyticus, 95.0, 77.87, 0.18; GCF_000315485.1, s__Bacteroides oleiciplenus, 95.0, 77.87, 0.19; GCF_900241005.1, s__Bacteroides cutis, 95.0, 77.83, 0.14; GCF_000374365.1, s__Bacteroides gallinarum, 95.0, 77.77, 0.13; GCF_000614165.1, s__Bacteroides stercorirosoris, 95.0, 77.76, 0.19; GCF_003464595.1, s__Bacteroides intestinalis_A, 95.0, 77.73, 0.19; GCF_000195635.1, s__Bacteroides fluxus, 95.0, 77.72, 0.16; GCA_000511775.1, s__Bacteroides pyogenes_A, 95.0, 77.71, 0.14; GCA_900556215.1, s__Bacteroides sp900556215, 95.0, 77.67, 0.16; GCF_000154205.1, s__Bacteroides uniformis, 95.0, 77.61, 0.17; GCF_000614125.1, s__Bacteroides rodentium, 95.0, 77.56, 0.17; GCF_002998435.1, s__Bacteroides zoogleoformans, 95.0, 77.5, 0.12; GCA_002293435.1, s__Bacteroides sp002293435, 95.0, 77.48, 0.12; GCF_004793475.1, s__Bacteroides sp002491635, 95.0, 77.45, 0.14; GCF_000428105.1, s__Bacteroides pyogenes, 95.0, 77.42, 0.14; GCF_900130135.1, s__Bacteroides togonis, 95.0, 77.4, 0.1; GCF_900128475.1, s__Bacteroides massiliensis, 95.0, 77.4, 0.1; GCF_000186225.1, s__Bacteroides helcogenes, 95.0, 77.4, 0.16; GCF_900108345.1, s__Bacteroides ndongoniae, 95.0, 77.31, 0.11; GCF_004342845.1, s__Bacteroides heparinolyticus, 95.0, 77.3, 0.13; GCA_002471185.1, s__Bacteroides sp002471185, 95.0, 77.22, 0.09; GCF_000517545.1, s__Bacteroides reticulotermitis, 95.0, 77.18, 0.14; GCA_900555635.1, s__Bacteroides sp900555635, 95.0, 77.17, 0.14; GCA_900553815.1, s__Bacteroides sp900553815, 95.0, 77.11, 0.08; GCF_000428125.1, s__Bacteroides graminisolvens, 95.0, 77.07, 0.1; GCF_900104585.1, s__Bacteroides ihuae, 95.0, 77.04, 0.1; GCA_900557355.1, s__Bacteroides sp900557355, 95.0, 76.78, 0.09; GCA_002307035.1, s__Bacteroides sp002307035, 95.0, 76.69, 0.1; GCF_900128905.1, s__Bacteroides luti, 95.0, 76.56, 0.07; GCF_002160055.1, s__Bacteroides sp002160055, 95.0, 76.53, 0.07; GCA_002471195.1, s__Bacteroides sp002471195, 95.0, 76.52, 0.07	51.49	11	N/A	N/A
bin.182	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides timonensis	GCF_000513195.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides timonensis	95.05	0.71	GCF_000158035.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	93.82	0.72	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	ANI	topological placement and ANI have incongruent species assignments	GCA_900552405.1, s__Bacteroides sp900552405, 95.0, 94.9, 0.69; GCF_000172175.1, s__Bacteroides intestinalis, 95.0, 89.16, 0.65; GCA_900556215.1, s__Bacteroides sp900556215, 95.0, 88.17, 0.55; GCF_003464595.1, s__Bacteroides intestinalis_A, 95.0, 88.05, 0.63; GCA_900557355.1, s__Bacteroides sp900557355, 95.0, 87.0, 0.36; GCF_000614165.1, s__Bacteroides stercorirosoris, 95.0, 85.94, 0.63; GCF_000315485.1, s__Bacteroides oleiciplenus, 95.0, 84.48, 0.61; GCA_002293435.1, s__Bacteroides sp002293435, 95.0, 79.72, 0.47; GCF_003438615.1, s__Bacteroides sp003545565, 95.0, 79.49, 0.33; GCF_000154205.1, s__Bacteroides uniformis, 95.0, 79.11, 0.31; GCF_000614125.1, s__Bacteroides rodentium, 95.0, 79.11, 0.29; GCF_000613385.1, s__Bacteroides acidifaciens, 95.0, 79.08, 0.2; GCF_004793475.1, s__Bacteroides sp002491635, 95.0, 79.04, 0.3; GCF_000154525.1, s__Bacteroides stercoris, 95.0, 78.9, 0.33; GCF_000195635.1, s__Bacteroides fluxus, 95.0, 78.87, 0.34; GCF_900129655.1, s__Bacteroides clarus, 95.0, 78.83, 0.34; GCF_000155815.1, s__Bacteroides eggerthii, 95.0, 78.82, 0.29; GCF_900241005.1, s__Bacteroides cutis, 95.0, 78.73, 0.34; GCA_900555635.1, s__Bacteroides sp900555635, 95.0, 78.51, 0.25; GCF_000186225.1, s__Bacteroides helcogenes, 95.0, 78.5, 0.28; GCF_000011065.1, s__Bacteroides thetaiotaomicron, 95.0, 78.4, 0.17; GCF_000374365.1, s__Bacteroides gallinarum, 95.0, 78.35, 0.25; GCF_001688725.2, s__Bacteroides caecimuris, 95.0, 78.19, 0.2; GCA_000210075.1, s__Bacteroides xylanisolvens, 95.0, 78.18, 0.19; GCF_900130125.1, s__Bacteroides congonensis, 95.0, 78.08, 0.17; GCA_007097645.1, s__Bacteroides sp007097645, 95.0, 78.05, 0.17; GCF_002222615.2, s__Bacteroides caccae, 95.0, 78.01, 0.2; GCF_900108345.1, s__Bacteroides ndongoniae, 95.0, 77.94, 0.17; GCF_004342845.1, s__Bacteroides heparinolyticus, 95.0, 77.92, 0.26; GCF_000613465.1, s__Bacteroides nordii, 95.0, 77.89, 0.17; GCF_000156195.1, s__Bacteroides finegoldii, 95.75, 77.88, 0.18; GCF_900106755.1, s__Bacteroides faecis, 95.0, 77.85, 0.18; GCF_001314995.1, s__Bacteroides ovatus, 95.0, 77.84, 0.17; GCA_900547205.1, s__Bacteroides sp900547205, 95.0, 77.83, 0.19; GCA_007197895.1, s__Bacteroides sp900066265, 95.75, 77.82, 0.18; GCF_000025985.1, s__Bacteroides fragilis, 95.0, 77.78, 0.17; GCF_003865075.1, s__Bacteroides sp003865075, 95.0, 77.68, 0.14; GCF_000614145.1, s__Bacteroides faecichinchillae, 95.0, 77.66, 0.16; GCF_003463205.1, s__Bacteroides sp003463205, 95.0, 77.65, 0.18; GCF_002998435.1, s__Bacteroides zoogleoformans, 95.0, 77.63, 0.26; GCF_900130135.1, s__Bacteroides togonis, 95.0, 77.58, 0.17; GCF_900155865.1, s__Bacteroides bouchesdurhonensis, 95.0, 77.57, 0.14; GCF_002849695.1, s__Bacteroides fragilis_A, 95.0, 77.56, 0.18; GCA_900556625.1, s__Bacteroides sp900556625, 95.0, 77.48, 0.19; GCF_000381365.1, s__Bacteroides salyersiae, 95.0, 77.47, 0.18; GCF_900128475.1, s__Bacteroides massiliensis, 95.0, 77.37, 0.16; GCA_900553815.1, s__Bacteroides sp900553815, 95.0, 77.06, 0.17; GCF_000428105.1, s__Bacteroides pyogenes, 95.0, 77.04, 0.14; GCA_000511775.1, s__Bacteroides pyogenes_A, 95.0, 77.03, 0.13; GCF_000517545.1, s__Bacteroides reticulotermitis, 95.0, 77.0, 0.12; GCF_000499785.1, s__Bacteroides neonati, 95.0, 76.99, 0.12; GCF_000428125.1, s__Bacteroides graminisolvens, 95.0, 76.94, 0.11; GCA_002471185.1, s__Bacteroides sp002471185, 95.0, 76.76, 0.09; GCF_900104585.1, s__Bacteroides ihuae, 95.0, 76.66, 0.1; GCA_002307035.1, s__Bacteroides sp002307035, 95.0, 76.59, 0.1; GCF_002160055.1, s__Bacteroides sp002160055, 95.0, 76.5, 0.11; GCF_900128905.1, s__Bacteroides luti, 95.0, 76.35, 0.08; GCA_002471195.1, s__Bacteroides sp002471195, 95.0, 76.01, 0.09	74.44	11	N/A	N/A
bin.183	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	GCF_000468015.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	97.11	0.88	GCF_000468015.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	97.11	0.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000980705.1, s__Ruminococcus_C sp000980705, 95.0, 82.76, 0.45; GCA_900545285.1, s__Ruminococcus_C sp900545285, 95.0, 81.65, 0.38; GCA_000437175.1, s__Ruminococcus_C sp000437175, 95.0, 79.68, 0.39; GCA_000433635.1, s__Ruminococcus_C sp000433635, 95.0, 79.21, 0.19; GCA_000437255.1, s__Ruminococcus_C sp000437255, 95.0, 78.63, 0.11	13.97	11	N/A	N/A
bin.184	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp000435675	GCA_000435675.1	95.0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp000435675	95.92	0.95	GCA_000435675.1	95.0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp000435675	95.92	0.95	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900538545.1, s__CAG-1427 sp900538545, 95.0, 95.0, 0.91; GCA_900542525.1, s__CAG-1427 sp900542525, 95.0, 90.47, 0.9; GCA_900540345.1, s__CAG-1427 sp900540345, 95.0, 78.88, 0.44; GCA_900546175.1, s__CAG-1427 sp900546175, 95.0, 77.96, 0.05; GCA_000436075.1, s__CAG-1427 sp000436075, 95.0, 77.78, 0.1; GCA_000435475.1, s__CAG-1427 sp000435475, 95.0, 77.59, 0.08; GCA_900548955.1, s__CAG-1427 sp900548955, 95.0, 77.52, 0.07; GCA_900542065.1, s__CAG-1427 sp000431675, 95.0, 77.41, 0.09; GCA_900556585.1, s__CAG-1427 sp900556585, 95.0, 77.3, 0.03; GCA_900553605.1, s__CAG-1427 sp900553605, 95.0, 77.27, 0.08; GCA_900555755.1, s__CAG-1427 sp900555755, 95.0, 77.21, 0.06; GCA_900547965.1, s__CAG-1427 sp900547965, 95.0, 77.02, 0.08; GCA_900539675.1, s__CAG-1427 sp900539675, 95.0, 76.99, 0.08; GCA_900551155.1, s__CAG-1427 sp900551155, 95.0, 76.93, 0.06; GCA_000434775.1, s__CAG-1427 sp000434775, 95.0, 76.53, 0.08; GCA_900544455.1, s__CAG-1427 sp900544455, 95.0, 76.52, 0.1; GCA_900542265.1, s__CAG-1427 sp900542265, 95.0, 76.18, 0.08; GCA_900554685.1, s__CAG-1427 sp900554685, 95.0, 76.16, 0.04	57.0	11	N/A	N/A
bin.186	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	GCF_900537995.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	98.96	0.97	GCF_900537995.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	98.96	0.97	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003483745.1, s__Roseburia sp003483745, 95.0, 91.17, 0.78; GCF_003470905.1, s__Roseburia sp003470905, 95.0, 90.69, 0.89; GCF_000174195.1, s__Roseburia inulinivorans, 95.0, 79.35, 0.3; GCA_900550935.1, s__Roseburia sp900550935, 95.0, 79.29, 0.37; GCA_004562005.1, s__Roseburia sp004562005, 95.0, 78.87, 0.31; GCA_900552665.1, s__Roseburia sp900552665, 95.0, 78.79, 0.29; GCA_900542495.1, s__Roseburia sp900542495, 95.0, 78.68, 0.3; GCF_000225345.1, s__Roseburia hominis, 95.0, 78.33, 0.3; GCF_001940165.1, s__Roseburia sp001940165, 95.0, 78.18, 0.23; GCA_900548205.1, s__Roseburia sp900548205, 95.0, 77.24, 0.19	76.79	11	N/A	N/A
bin.187	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp900539115	GCA_900539115.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp900539115	96.89	0.81	GCA_900539115.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp900539115	96.89	0.81	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002431395.1, s__Eubacterium_F sp002431395, 95.0, 93.43, 0.82; GCA_000434115.1, s__Eubacterium_F sp000434115, 95.0, 92.36, 0.84; GCA_002435545.1, s__Eubacterium_F sp002435545, 95.0, 87.8, 0.69; GCF_003477605.1, s__Eubacterium_F sp003491505, 95.0, 77.79, 0.17; GCA_000433735.1, s__Eubacterium_F sp000433735, 95.0, 76.98, 0.13; GCF_000518685.1, s__Eubacterium_F xylanophilum, 95.0, 76.92, 0.08; GCA_002362575.1, s__Eubacterium_F sp002362575, 95.0, 76.87, 0.1; GCA_900319095.1, s__Eubacterium_F sp900319095, 95.0, 76.37, 0.09; GCA_900318295.1, s__Eubacterium_F sp900318295, 95.0, 75.86, 0.03; GCA_002490465.1, s__Eubacterium_F sp002490465, 95.0, 75.85, 0.06; GCF_000687695.1, s__Eubacterium_F sp000687695, 95.0, 75.67, 0.03; GCA_003453515.1, s__Eubacterium_F sp003453515, 95.0, 75.34, 0.02	81.92	11	N/A	N/A
